ObjectId2,Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Industry,Gas Type,Seasonal Adjustment,Scale,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
479,Eastern Europe,,NAEE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2023-02-07; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-10-31; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363. Accessed on 2022-11-07; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts",Other Services Industries,Fluorinated gases,Seasonally Adjusted,Units,5.104757213,5.828528626,6.427541533,6.401814798,7.227001956,6.837826473,7.095332817,7.469988046,7.839389042,7.878219029,8.035502405,8.227693768,8.433503269,8.633020192
480,Eastern Europe,,NAEE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2023-02-07; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-10-31; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363. Accessed on 2022-11-07; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts",Other Services Industries,Greenhouse gas,Seasonally Adjusted,Units,95.58335702,98.72780473,100.2673921,86.16904048,86.75710887,87.49219085,110.3985105,110.1530463,101.0974347,109.2253494,115.5449834,104.8847267,101.3583155,103.2275229
481,Eastern Europe,,NAEE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2023-02-07; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-10-31; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363. Accessed on 2022-11-07; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts",Other Services Industries,Methane,Seasonally Adjusted,Units,1.876479325,1.853883878,1.829899401,1.616898949,1.560672515,1.59251785,1.489569452,1.367167688,1.344589556,1.353070436,1.002847173,0.64110129,0.662814784,0.712167276
482,Eastern Europe,,NAEE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2023-02-07; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-10-31; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363. Accessed on 2022-11-07; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts",Other Services Industries,Nitrous oxide,Seasonally Adjusted,Units,0.759156078,0.753126112,0.762205718,0.736527611,0.736962827,0.721600389,0.946292743,0.965161435,1.013335627,1.012782158,1.077343769,1.12185064,1.006512717,0.983811173
483,Eastern Europe,,NAEE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2023-02-07; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-10-31; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363. Accessed on 2022-11-07; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts",Total Households,Carbon dioxide,Seasonally Adjusted,Units,342.8059713,347.0085801,341.5893716,351.9973418,348.1008989,360.7762647,364.9664155,384.0477491,413.4755054,408.7235765,353.2985941,371.0575919,349.5053568,321.3940387
484,Eastern Europe,,NAEE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2023-02-07; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-10-31; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363. Accessed on 2022-11-07; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts",Total Households,Fluorinated gases,Seasonally Adjusted,Units,2.586212667,3.003821694,3.40672845,3.728052018,4.060523423,4.265783276,4.559825751,4.921437665,5.155883751,5.50698777,5.662672713,5.82629881,4.856737329,4.844762659
485,Eastern Europe,,NAEE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2023-02-07; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-10-31; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363. Accessed on 2022-11-07; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts",Total Households,Greenhouse gas,Seasonally Adjusted,Units,359.0653733,363.2293585,358.3091407,368.6099587,364.1388929,376.7218087,381.1040077,400.5098027,431.1451868,426.0115468,370.1769139,388.2747775,366.0832309,338.2077047
486,Eastern Europe,,NAEE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2023-02-07; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-10-31; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363. Accessed on 2022-11-07; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts",Total Households,Methane,Seasonally Adjusted,Units,10.39296553,10.06883568,10.2800054,9.918017397,9.175762635,9.069260353,9.054397433,9.065447595,9.967746658,9.335982272,8.86280585,9.006512584,9.626238661,9.816351004
487,Eastern Europe,,NAEE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2023-02-07; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-10-31; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363. Accessed on 2022-11-07; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts",Total Households,Nitrous oxide,Seasonally Adjusted,Units,3.280223797,3.148121037,3.033035183,2.966547469,2.801707968,2.610500426,2.523369003,2.475168352,2.546051019,2.445000203,2.352841277,2.384374168,2.094898074,2.152552312
488,Eastern Europe,,NAEE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2023-02-07; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-10-31; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363. Accessed on 2022-11-07; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts",Total Industry and Households,Carbon dioxide,Seasonally Adjusted,Units,2701.071691,2773.678959,2760.101232,2664.227211,2612.862036,2582.403291,2601.496001,2648.061129,2702.996551,2655.433516,2518.685994,2657.183956,2554.185159,2456.153897
489,Eastern Europe,,NAEE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2023-02-07; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-10-31; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363. Accessed on 2022-11-07; IMF staff calculations.",ECNGA,Greenhouse Gas Emissions (GHG); Air Emissions Accounts,"Environment, Climate Change, Greenhouse Gas Emissions, Air Emissions Accounts",Total Industry and Households,Fluorinated gases,Seasonally Adjusted,Units,29.87571451,28.21563002,40.04923707,43.94128588,43.76408367,41.30049136,42.86911924,53.35943932,60.46835784,53.74524458,56.65358284,56.13535178,56.91259307,58.00502913
